Word,W/million,logW,logW-CD
硬木,0.54,1.2553,1.1761
补给品,0.54,1.2553,1.2041
浓雾,0.54,1.2553,1.0792
墨迹,0.54,1.2553,1.2304
帕迪,0.54,1.2553,0.699
礼宾,0.54,1.2553,0.9031
会展,0.54,1.2553,1.1761
被窃,0.54,1.2553,1.2041
面庞,0.54,1.2553,1.2304
家业,0.54,1.2553,1.1461
皮肤癌,0.54,1.2553,1.1139
笔挺,0.54,1.2553,1.2553
铁棍,0.54,1.2553,1.2041
立定,0.54,1.2553,1.1761
阿碧盖尔,0.54,1.2553,0
桃花,0.54,1.2553,1.2041
福音书,0.54,1.2553,1.1461
当权,0.54,1.2553,1.2304
纸屑,0.54,1.2553,1.0792
宏树,0.54,1.2553,0
劳瑞尔,0.54,1.2553,0.4771
旬,0.54,1.2553,1.1139
伯人,0.54,1.2553,0
斯托克顿,0.54,1.2553,0.4771
机头,0.54,1.2553,0.9542
夏尔,0.54,1.2553,0.4771
雷蒙德·肖,0.54,1.2553,0
安尼塔,0.54,1.2553,0.699
玛迪亚,0.54,1.2553,0
阿特,0.54,1.2553,0.699
馆子,0.54,1.2553,1.2553
惩罚性,0.54,1.2553,1.2041
节前,0.54,1.2553,1.1761
圆筒,0.54,1.2553,0.8451
华美,0.54,1.2553,1.2304
揪心,0.54,1.2553,1.1461
神功,0.54,1.2553,0.8451
欣佐,0.54,1.2553,0
兰伯特,0.54,1.2553,0.4771
洁白,0.54,1.2553,1.2553
纽特,0.54,1.2553,1.0414
无人问津,0.54,1.2553,1.2553
塞希莉娅,0.54,1.2553,0
积雪,0.54,1.2553,1.1761
天数,0.54,1.2553,1.2041
莱茵,0.54,1.2553,0.9031
作息时间,0.54,1.2553,1.2041
释然,0.54,1.2553,1.2041
坠子,0.54,1.2553,0.699
开来,0.54,1.2553,1.2041
亚里士多德,0.54,1.2553,0.9542
阿尼,0.54,1.2553,0.699
锻造,0.54,1.2553,1.1139
夜曲,0.54,1.2553,0.699
条形码,0.54,1.2553,0.9031
晨曦,0.54,1.2553,1.1761
墨守成规,0.54,1.2553,1.2553
小两口,0.54,1.2553,1.2553
全军,0.54,1.2553,1.1461
无奇不有,0.54,1.2553,1.2553
责罚,0.54,1.2553,1.2304
宽心,0.54,1.2553,1.1139
沃斯勒,0.54,1.2553,0.4771
阿拉莫,0.54,1.2553,0.6021
有效期,0.54,1.2553,1.2304
腮腺炎,0.54,1.2553,0.9542
事无巨细,0.54,1.2553,1.2553
瞬息万变,0.54,1.2553,1.2553
照搬,0.54,1.2553,1.2304
欢呼雀跃,0.54,1.2553,1.2553
法兰奇,0.54,1.2553,0.301
唐龙,0.54,1.2553,0
麦佳维,0.54,1.2553,0
普拉蒂,0.54,1.2553,0.301
兴隆,0.54,1.2553,1.2553
摩伊,0.54,1.2553,0.301
阑尾炎,0.54,1.2553,1.1461
玉石,0.54,1.2553,0.9031
梭鱼,0.54,1.2553,1.0792
泰熙,0.54,1.2553,0
看走眼,0.54,1.2553,1.2304
鲍德温,0.54,1.2553,0.7782
底价,0.54,1.2553,1.1761
拼死拼活,0.54,1.2553,1.2041
脑外科,0.54,1.2553,1.0414
巡逻员,0.54,1.2553,1.2041
现役,0.54,1.2553,1.1461
一百五十,0.54,1.2553,1.1461
奥尔加,0.54,1.2553,0.6021
烟卷,0.54,1.2553,1.0414
照例,0.54,1.2553,1.2304
海事,0.54,1.2553,1.1139
泰佐,0.54,1.2553,0
狄克,0.54,1.2553,0.6021
孙伯洋,0.54,1.2553,0
剑拔弩张,0.54,1.2553,1.2041
烟尘,0.54,1.2553,1.2041
迪莉亚,0.54,1.2553,0
割舍,0.54,1.2553,1.1761
允诺,0.54,1.2553,1.2553
雍贺,0.54,1.2553,0
嘭嘭,0.54,1.2553,0.699
专列,0.54,1.2553,0.8451
还魂,0.54,1.2553,0.9542
失重,0.54,1.2553,1.1139
奈特,0.54,1.2553,0.6021
专场,0.54,1.2553,1.1761
布思,0.54,1.2553,0.6021
烧灼,0.54,1.2553,1.2304
工商,0.54,1.2553,1.1761
全数,0.54,1.2553,1.2304
泰勋,0.54,1.2553,0.301
母舰,0.54,1.2553,1.2041
达里奥,0.54,1.2553,0.4771
军事区,0.54,1.2553,1.0414
鸡头,0.54,1.2553,1.0792
基哲,0.54,1.2553,0.699
叶兹,0.54,1.2553,0
主体,0.54,1.2553,1.1461
惨绝人寰,0.54,1.2553,1.2304
修理店,0.54,1.2553,1.2304
贝弗莉,0.54,1.2553,0.9542
调味品,0.54,1.2553,1.2304
鼻音,0.54,1.2553,1.1761
摩门,0.54,1.2553,1.0414
激化,0.54,1.2553,1.2041
曝,0.54,1.2553,1.2553
晦涩,0.54,1.2553,1.2041
心事重重,0.54,1.2553,1.2041
多种多样,0.54,1.2553,1.2041
潘妮,0.54,1.2553,0.301
万亿,0.54,1.2553,1.2041
奎恩,0.54,1.2553,0.7782
布鲁斯·威利斯,0.54,1.2553,1.0792
红肿,0.54,1.2553,1.2304
切身,0.54,1.2553,1.2553
白血球,0.54,1.2553,1.2041
破破烂烂,0.54,1.2553,1.2304
朱尔丝,0.54,1.2553,0
兴建,0.54,1.2553,1.2304
称谓,0.54,1.2553,1.2304
马丁路德金,0.54,1.2553,1.2304
标榜,0.54,1.2553,1.2304
怕事,0.54,1.2553,1.1761
竹竿,0.54,1.2553,1.2304
斯图,0.54,1.2553,0.7782
苏珊娜,0.54,1.2553,1.0414
实惠,0.54,1.2553,1.2553
有损,0.54,1.2553,1.2553
拉西福,0.54,1.2553,0
达马斯,0.54,1.2553,0
足不出户,0.54,1.2553,1.2304
偷猎,0.54,1.2553,1.1139
科斯塔,0.54,1.2553,0.6021
俊虎,0.54,1.2553,0
专集,0.54,1.2553,1.2304
东德,0.54,1.2553,1.0414
糜,0.54,1.2553,1.0792
夹击,0.54,1.2553,1.1461
反刍,0.54,1.2553,1.0792
月刊,0.54,1.2553,1.2553
缴获,0.54,1.2553,1.2304
氯气,0.54,1.2553,1
卢西恩,0.54,1.2553,0.301
犬齿,0.54,1.2553,1.1139
行刺,0.54,1.2553,1.1139
木柴,0.54,1.2553,1.2041
何尝,0.54,1.2553,1.2041
战将,0.54,1.2553,0.301
天龙,0.54,1.2553,1.2041
塞康多,0.54,1.2553,0
普·墨菲,0.54,1.2553,0
萨克拉门托,0.54,1.2553,1.1461
不毛之地,0.54,1.2553,1.2553
搂抱,0.54,1.2553,1.1761
升入,0.54,1.2553,1.2041
吃香,0.54,1.2553,1.2553
旗号,0.54,1.2553,1.2553
威灵,0.54,1.2553,0.6021
摇椅,0.54,1.2553,1.1139
敌国,0.54,1.2553,1.2041
起泡,0.54,1.2553,1.2304
聚居地,0.54,1.2553,1.1139
功能性,0.54,1.2553,1.0414
演职员,0.54,1.2553,1.2304
体罚,0.54,1.2553,1.2553
摩斯,0.54,1.2553,0.7782
公映,0.54,1.2553,1.1761
以诚相待,0.54,1.2553,1.2304
结伴,0.54,1.2553,1.2304
掌纹,0.54,1.2553,1.1139
肥沃,0.54,1.2553,1.2041
婊,0.54,1.2553,1.1761
彼得文森,0.54,1.2553,0
常青树,0.54,1.2553,1.0414
凉亭,0.54,1.2553,1
迪克汉姆,0.54,1.2553,0
原木,0.54,1.2553,1.0414
布瑞恩,0.54,1.2553,0.301
抱有,0.54,1.2553,1.2553
黔驴技穷,0.54,1.2553,1.2553
隐含,0.54,1.2553,1.2553
剐,0.54,1.2553,1.2553
佐智,0.54,1.2553,0
检讨,0.54,1.2553,1.2553
航天局,0.54,1.2553,1.0792
老茧,0.54,1.2553,1.2304
试点,0.54,1.2553,1.1761
卓著,0.54,1.2553,1.1761
探亲,0.54,1.2553,1.2304
肿大,0.54,1.2553,1.1461
卡丹斯,0.54,1.2553,0
老麦,0.54,1.2553,1.0414
岐,0.54,1.2553,0.7782
二十六,0.54,1.2553,1.1461
二十八,0.54,1.2553,1.1139
开足马力,0.54,1.2553,1.2553
诸事,0.54,1.2553,1.2304
捕风捉影,0.54,1.2553,1.2041
慷慨解囊,0.54,1.2553,1.2553
克莱尔蒙特,0.54,1.2553,0
泪流满面,0.54,1.2553,1.2553
芳名,0.54,1.2553,1.1761
茶馆,0.54,1.2553,0.9031
入席,0.54,1.2553,1.2304
年糕,0.54,1.2553,1
破铜烂铁,0.54,1.2553,1.1139
西奈,0.54,1.2553,1.2304
踱步,0.54,1.2553,1.1761
红十字,0.54,1.2553,1.1461
纳塔莉,0.54,1.2553,0.4771
莫斯里,0.54,1.2553,0
编年史,0.54,1.2553,0.9031
罗萨,0.54,1.2553,0.6021
潜藏,0.54,1.2553,1.2041
停放,0.54,1.2553,1.2041
灰心丧气,0.54,1.2553,1.2041
汤玛斯·盖茨,0.54,1.2553,0.301
每队,0.54,1.2553,1.1761
浮动,0.54,1.2553,1.1139
浮华,0.54,1.2553,1.2553
新大陆,0.54,1.2553,1.1139
成因,0.54,1.2553,1.1139
雷尼,0.54,1.2553,0.6021
针线,0.54,1.2553,1.2553
传令,0.54,1.2553,1.1761
高位,0.54,1.2553,1.2041
物尽其用,0.54,1.2553,1.2553
交会,0.54,1.2553,1.2041
水路,0.54,1.2553,1.1461
童工,0.54,1.2553,1.1761
传动,0.54,1.2553,1.2304
砖墙,0.54,1.2553,1.1761
架构,0.54,1.2553,1.2304
埃文斯,0.54,1.2553,0.7782
水能,0.54,1.2553,1.2553
藤条,0.54,1.2553,1.1461
理学,0.54,1.2553,0.9542
韦利,0.54,1.2553,0.301
翻案,0.54,1.2553,1.1761
高架,0.54,1.2553,1.1761
东南角,0.54,1.2553,1.2304
童星,0.54,1.2553,1.2041
中年人,0.54,1.2553,1.2553
敲定,0.54,1.2553,1.2304
比格,0.54,1.2553,0
津门,0.54,1.2553,0
蒂莎,0.54,1.2553,0
索拉,0.54,1.2553,0.301
心照不宣,0.54,1.2553,1.2553
本校,0.54,1.2553,1.2041
欧拉夫,0.54,1.2553,0.6021
光景,0.54,1.2553,1.2553
犊,0.54,1.2553,1.1461
汉阳,0.54,1.2553,0.6021
西维吉尼亚,0.54,1.2553,0.9542
圣玛丽,0.54,1.2553,1.0792
斯图沃夫,0.54,1.2553,0
高耸,0.54,1.2553,1.0414
歌舞剧,0.54,1.2553,1.1139
县里,0.54,1.2553,1.1461
尿道,0.54,1.2553,1.1139
谩骂,0.54,1.2553,1.1761
弗丽达,0.54,1.2553,0.301
翻腾,0.54,1.2553,1.2553
餌,0.54,1.2553,0
传销,0.54,1.2553,0.9542
雷诺,0.54,1.2553,0.699
承永,0.54,1.2553,0.301
光耀,0.54,1.2553,1
诬告,0.54,1.2553,1.2304
识别码,0.54,1.2553,1
消化系统,0.54,1.2553,1.1761
奇塔,0.54,1.2553,0
暗箭,0.54,1.2553,1.1139
纳什,0.54,1.2553,0.6021
榨取,0.54,1.2553,1.2041
艾利克斯,0.54,1.2553,0.699
脑膜,0.54,1.2553,1.1139
胡耐,0.54,1.2553,0
软饮料,0.54,1.2553,1.1461
插足,0.54,1.2553,1.1761
汉姆,0.54,1.2553,0.9031
水样,0.54,1.2553,0.8451
哈龙,0.54,1.2553,0
普罗比,0.54,1.2553,0
弥留,0.54,1.2553,1.2041
理查德·维纳,0.54,1.2553,0
准尉,0.54,1.2553,0.699
怨天尤人,0.54,1.2553,1.2041
霍尔特,0.54,1.2553,0.4771
强权,0.54,1.2553,1.2553
卡洛尔,0.54,1.2553,0.6021
猎取,0.54,1.2553,1.2041
费迪,0.54,1.2553,0.699
再接再厉,0.54,1.2553,1.1461
麦吉特,0.54,1.2553,0
西侧,0.54,1.2553,1.2553
车永载,0.54,1.2553,0
每支,0.54,1.2553,1.2304
满城风雨,0.54,1.2553,1.2553
托马斯·爱迪生,0.54,1.2553,0.9031
埃尔伍德,0.54,1.2553,0.301
结束语,0.54,1.2553,1.1761
制冷,0.54,1.2553,1.0792
远去,0.54,1.2553,1.1139
阿尔哈托,0.54,1.2553,0
胆汁,0.54,1.2553,1.0792
滑落,0.54,1.2553,1.2553
倒台,0.54,1.2553,1.2304
德卢斯,0.54,1.2553,0.301
防区,0.54,1.2553,1.0792
稳赢,0.54,1.2553,1.2304
阿尔维斯,0.54,1.2553,0.4771
子英,0.54,1.2553,0
厚望,0.54,1.2553,1.2553
推磨,0.54,1.2553,1.2304
敏迪,0.54,1.2553,0.301
罗妮,0.54,1.2553,0.7782
西恩,0.54,1.2553,0.4771
骄子,0.54,1.2553,1.1139
沾染,0.54,1.2553,1.2553
玛丽·安,0.54,1.2553,0.301
错失良机,0.54,1.2553,1.2553
塔塔尔,0.54,1.2553,0
弗洛姆,0.54,1.2553,0
抄本,0.54,1.2553,1.1461
俺们,0.54,1.2553,1.0414
墨西哥湾,0.54,1.2553,1.1761
卡瓦第,0.54,1.2553,0
人大,0.54,1.2553,1.2304
无微不至,0.54,1.2553,1.2553
过场,0.54,1.2553,1.2553
科纳,0.54,1.2553,0.6021
讷,0.54,1.2553,0.6021
乔伊丝,0.54,1.2553,0.6021
亡魂,0.54,1.2553,1.2304
美英,0.54,1.2553,0.301
序曲,0.54,1.2553,1.1461
推杆,0.54,1.2553,1.1139
平定,0.51,1.2304,1.1761
小耀,0.51,1.2304,0
训练班,0.51,1.2304,1.0414
公费,0.51,1.2304,1
绝经期,0.51,1.2304,0.9031
德斯蒙德,0.51,1.2304,0
布兰卡,0.51,1.2304,0.9031
妮子,0.51,1.2304,1.1139
髋,0.51,1.2304,1.2304
鼎盛,0.51,1.2304,1.2304
身患,0.51,1.2304,1.2041
畅快,0.51,1.2304,1.1461
小跑,0.51,1.2304,1.1461
赫金斯,0.51,1.2304,0.301
奥萨玛,0.51,1.2304,0.7782
四十八,0.51,1.2304,1.1761
服毒,0.51,1.2304,1.1761
兢兢业业,0.51,1.2304,1.2041
安拉,0.51,1.2304,1.1139
次于,0.51,1.2304,1.2304
炮灰,0.51,1.2304,1.2041
亚于,0.51,1.2304,1.2304
乌克兰人,0.51,1.2304,0.9031
阿尔德兰,0.51,1.2304,0
艾丽莎,0.51,1.2304,0.4771
胜券,0.51,1.2304,1.2041
穆赫兰,0.51,1.2304,0.8451
丈母娘,0.51,1.2304,0.9542
空置,0.51,1.2304,1.1461
污言秽语,0.51,1.2304,1.2041
收割机,0.51,1.2304,1.0792
功臣,0.51,1.2304,1.1461
大湖,0.51,1.2304,1.1761
零星,0.51,1.2304,1.1761
标准化,0.51,1.2304,1.0414
劣迹,0.51,1.2304,1.2041
瞪眼,0.51,1.2304,1.1461
包间,0.51,1.2304,1.0414
外皮,0.51,1.2304,1.2041
流行语,0.51,1.2304,0.7782
外海,0.51,1.2304,0.8451
后宫,0.51,1.2304,1.0414
矗立,0.51,1.2304,1.2041
皮囊,0.51,1.2304,1.2304
试衣间,0.51,1.2304,1.0792
人造卫星,0.51,1.2304,1
舒伯特,0.51,1.2304,1
让我,0.51,1.2304,1.2041
纵向,0.51,1.2304,1.2304
浏览器,0.51,1.2304,1.1761
性急,0.51,1.2304,1.2304
设有,0.51,1.2304,1.2304
针线活,0.51,1.2304,1.1761
泥石流,0.51,1.2304,0.9031
阿瑞斯,0.51,1.2304,0.6021
门框,0.51,1.2304,1.2041
螺,0.51,1.2304,1.1139
拉姆普,0.51,1.2304,0
吉玛,0.51,1.2304,0.4771
下机,0.51,1.2304,1.2041
流沙,0.51,1.2304,1.1461
费莉丝,0.51,1.2304,0
轩尼,0.51,1.2304,0.301
科菲,0.51,1.2304,0.4771
雷·查尔斯,0.51,1.2304,0
万宝路,0.51,1.2304,1
洁西亚,0.51,1.2304,0
克里斯蒂纳,0.51,1.2304,0.6021
兔唇,0.51,1.2304,1.0414
长舌妇,0.51,1.2304,1.2304
杜瓦尔,0.51,1.2304,0.6021
布莱恩特,0.51,1.2304,0.7782
下地,0.51,1.2304,1.2304
徽,0.51,1.2304,1.2041
特拉维斯,0.51,1.2304,1.0414
油泵,0.51,1.2304,1.1761
下届,0.51,1.2304,1.1761
莜,0.51,1.2304,0
卵细胞,0.51,1.2304,0.8451
波莱罗,0.51,1.2304,0
该案,0.51,1.2304,1.2041
脚手架,0.51,1.2304,1.1761
汉尼卡特,0.51,1.2304,0
片头,0.51,1.2304,1.1761
鬼祟,0.51,1.2304,1.2041
豪尔,0.51,1.2304,0.4771
发报,0.51,1.2304,1.1139
负一,0.51,1.2304,1.2304
闹市区,0.51,1.2304,1.2041
斯金纳,0.51,1.2304,0.301
个人主义,0.51,1.2304,1.2041
现阶段,0.51,1.2304,1.2304
永存,0.51,1.2304,1.1461
佳酿,0.51,1.2304,1.2041
逆来顺受,0.51,1.2304,1.1761
内窥镜,0.51,1.2304,1.0414
发难,0.51,1.2304,1.1461
真情实感,0.51,1.2304,1.2041
要约,0.51,1.2304,1.1761
多里斯,0.51,1.2304,0.301
暖流,0.51,1.2304,1
唱腔,0.51,1.2304,1.0792
维力,0.51,1.2304,0.301
马克辛,0.51,1.2304,0
以东,0.51,1.2304,1.2304
破口大骂,0.51,1.2304,1.1461
惊世骇俗,0.51,1.2304,1.2304
背带,0.51,1.2304,1.1761
重力场,0.51,1.2304,0.9031
降压,0.51,1.2304,1.1139
杰森·伯恩,0.51,1.2304,0.301
净土,0.51,1.2304,1.1461
范例,0.51,1.2304,1.1139
冰天雪地,0.51,1.2304,1.2304
谐,0.51,1.2304,1.0792
燃气,0.51,1.2304,1.1139
旋钮,0.51,1.2304,1.0792
力图,0.51,1.2304,0.7782
换人,0.51,1.2304,1.1461
换乘,0.51,1.2304,1.1139
瑞伯,0.51,1.2304,0.301
拉维斯,0.51,1.2304,0
属性,0.51,1.2304,1.1461
奥列路易斯,0.51,1.2304,0
姆斯,0.51,1.2304,0.301
欧比·旺,0.51,1.2304,0.4771
非常规,0.51,1.2304,1.2041
歌舞伎,0.51,1.2304,1.0792
多样,0.51,1.2304,1.1761
使节,0.51,1.2304,1.1139
梅诺,0.51,1.2304,0
斯威沃特,0.51,1.2304,0
书友会,0.51,1.2304,0.6021
缰,0.51,1.2304,1.1461
消愁,0.51,1.2304,1.2304
梅肯,0.51,1.2304,0.4771
泔水,0.51,1.2304,0.9542
卡带,0.51,1.2304,1.1461
高登,0.51,1.2304,0.699
点灯,0.51,1.2304,1.1761
摄政王,0.51,1.2304,0.8451
一万亿,0.51,1.2304,0.699
皇太子,0.51,1.2304,0.7782
周薪,0.51,1.2304,1.1461
塔提斯,0.51,1.2304,0
调色,0.51,1.2304,1.0792
气人,0.51,1.2304,1.2041
豆荚,0.51,1.2304,1.0414
体育版,0.51,1.2304,1.2041
大谷,0.51,1.2304,0.301
速写,0.51,1.2304,1.0414
本·拉登,0.51,1.2304,1.1461
弱肉强食,0.51,1.2304,1.2304
咬咬,0.51,1.2304,1.1139
复杂化,0.51,1.2304,1.2041
猜忌,0.51,1.2304,1.2304
妮薇,0.51,1.2304,0.301
克斯哥夫,0.51,1.2304,0
编入,0.51,1.2304,1.2041
减小,0.51,1.2304,1.1461
如梭,0.51,1.2304,1.0414
措,0.51,1.2304,1.1139
八字,0.51,1.2304,1.1761
杰斯,0.51,1.2304,0.4771
植物学,0.51,1.2304,1.0792
这么点儿,0.51,1.2304,1.2041
不周,0.51,1.2304,1.2304
温水,0.51,1.2304,1.1461
小指,0.51,1.2304,1.2041
埃尔文,0.51,1.2304,0.699
纵身,0.51,1.2304,1.2304
青光眼,0.51,1.2304,1.1139
重写,0.51,1.2304,1.1461
氨水,0.51,1.2304,1.1461
复杂性,0.51,1.2304,1.2304
顶班,0.51,1.2304,1.2041
小林,0.51,1.2304,1.0414
关子,0.51,1.2304,1.2041
布莉姬,0.51,1.2304,0.301
稳定器,0.51,1.2304,1.1139
弗里德曼,0.51,1.2304,0.6021
载歌载舞,0.51,1.2304,1.1139
诚心诚意,0.51,1.2304,1.1761
肾结石,0.51,1.2304,1.1139
浮游生物,0.51,1.2304,0.9542
筋斗,0.51,1.2304,1.1461
晾干,0.51,1.2304,1.1461
座垫,0.51,1.2304,1
小生,0.51,1.2304,1.2041
咬牙,0.51,1.2304,1.2041
瓜分,0.51,1.2304,1.2304
篮下,0.51,1.2304,0.9542
尤琪,0.51,1.2304,0
大元帅,0.51,1.2304,0.6021
不乏,0.51,1.2304,1.1761
莱姆病,0.51,1.2304,0.7782
鼠标,0.51,1.2304,1.1761
宜人,0.51,1.2304,1.2304
狂吠,0.51,1.2304,1.1139
平底锅,0.51,1.2304,1.1139
居于,0.51,1.2304,1.2304
铺平,0.51,1.2304,1.2041
庙会,0.51,1.2304,0.6021
一五一十,0.51,1.2304,1.2304
打出,0.51,1.2304,1.2304
尼那,0.51,1.2304,1.1761
零售业,0.51,1.2304,1.1139
激动不已,0.51,1.2304,1.2041
老主顾,0.51,1.2304,1.2041
群居,0.51,1.2304,1.1761
成百万,0.51,1.2304,1.2304
与日俱增,0.51,1.2304,1.2041
音阶,0.51,1.2304,1.0414
空想家,0.51,1.2304,1.1461
回升,0.51,1.2304,1.1461
约翰内斯堡,0.51,1.2304,1.0792
龙华,0.51,1.2304,0
迪奥,0.51,1.2304,1
雄厚,0.51,1.2304,1.2041
领导层,0.51,1.2304,1.2041
现代感,0.51,1.2304,1.1761
数以万计,0.51,1.2304,1.1761
大写字母,0.51,1.2304,1.1461
科尔斯,0.51,1.2304,0
失业率,0.51,1.2304,1.1761
巴恩斯,0.51,1.2304,0.4771
进取心,0.51,1.2304,1.2304
忍耐力,0.51,1.2304,1.2041
摄制组,0.51,1.2304,1.2041
头天,0.51,1.2304,1.2304
羔子,0.51,1.2304,1.2041
母公司,0.51,1.2304,1.2304
文具,0.51,1.2304,1.0792
卡拉汉,0.51,1.2304,0.4771
暧昧关系,0.51,1.2304,1.1761
获知,0.51,1.2304,1.2041
会话,0.51,1.2304,1.2304
弊端,0.51,1.2304,1.2041
刑场,0.51,1.2304,1.1761
葛莱美,0.51,1.2304,1.0792
审判庭,0.51,1.2304,1.1139
列车员,0.51,1.2304,0.9031
汤马斯,0.51,1.2304,0.8451
混迹,0.51,1.2304,1.2304
鞠躬尽瘁,0.51,1.2304,1.2041
米罗,0.51,1.2304,0.7782
分内,0.51,1.2304,1.2041
狄伦,0.51,1.2304,0.4771
卡特·卢瑟福,0.51,1.2304,0
丧服,0.51,1.2304,1.0792
冷血动物,0.51,1.2304,1.2041
研究者,0.51,1.2304,1.2041
纪念堂,0.51,1.2304,1.0414
当权者,0.51,1.2304,1.1761
敬家人,0.51,1.2304,0.301
怠慢,0.51,1.2304,1.2041
异乎寻常,0.51,1.2304,1.2041
吉尼斯,0.51,1.2304,1.1761
贡品,0.51,1.2304,1.0792
史迪格,0.51,1.2304,0
难以言表,0.51,1.2304,1.2304
覆灭,0.51,1.2304,1.1761
榆,0.51,1.2304,1.1461
栈,0.51,1.2304,1
古德菲勒,0.51,1.2304,0
祭拜,0.51,1.2304,1.1761
自由式,0.51,1.2304,1.1761
血库,0.51,1.2304,1.2304
瞑目,0.51,1.2304,1.2304
铺位,0.51,1.2304,1.1461
梳妆,0.51,1.2304,1.2041
揩油,0.51,1.2304,1.1761
绿地,0.51,1.2304,1.0792
脊梁,0.51,1.2304,1.1461
驱动器,0.51,1.2304,1
非议,0.51,1.2304,1.1461
米彻,0.51,1.2304,0
相对而言,0.51,1.2304,1.2304
沉稳,0.51,1.2304,1.1761
托坎廷斯,0.51,1.2304,1
分流,0.51,1.2304,1.0414
溜之大吉,0.51,1.2304,1.2041
创始,0.51,1.2304,1.1761
瞬,0.51,1.2304,0.9031
始终如一,0.51,1.2304,1.2041
心弦,0.51,1.2304,1.1761
边防,0.51,1.2304,1.1761
节目单,0.51,1.2304,1.1461
疝,0.51,1.2304,1.2041
戴德郡,0.51,1.2304,0.9031
内维尔,0.51,1.2304,0.8451
美食家,0.51,1.2304,1.1461
篮板球,0.51,1.2304,1.1139
桂皮,0.51,1.2304,1.0792
沸沸扬扬,0.51,1.2304,1.2304
氯化钾,0.51,1.2304,1
服务站,0.51,1.2304,1.1139
专家组,0.51,1.2304,1.0792
市集,0.51,1.2304,0.9542
法事,0.51,1.2304,0.699
纠,0.51,1.2304,1
善人,0.51,1.2304,1.2041
嚼舌,0.51,1.2304,1.2041
聪明伶俐,0.51,1.2304,1.2041
言谈,0.51,1.2304,1.1461
邪念,0.51,1.2304,1.2304
专心致志,0.51,1.2304,1.2304
汁液,0.51,1.2304,1.1139
万事如意,0.51,1.2304,1.2304
耐用,0.51,1.2304,1.2304
正经人,0.51,1.2304,1.2304
克莱伦斯,0.51,1.2304,0.6021
巴克利,0.51,1.2304,0.6021
毛孩子,0.51,1.2304,1.2041
格雷诺耶,0.51,1.2304,0
奔流,0.51,1.2304,1.0792
怀胎,0.51,1.2304,1.2041
咚咚,0.51,1.2304,1.1461
祝词,0.51,1.2304,1.1461
眸,0.51,1.2304,1.0792
铁三角,0.51,1.2304,1.0414
落败,0.51,1.2304,1.1461
色子,0.51,1.2304,1
统一战线,0.51,1.2304,1.2304
约翰·约瑟夫,0.51,1.2304,0
亚历克斯·弗莱切尔,0.51,1.2304,0
销路,0.51,1.2304,1.1461
鲍姆,0.51,1.2304,0.301
如此一来,0.51,1.2304,1.1761
风气,0.51,1.2304,1.1761
痛哭流涕,0.51,1.2304,1.2304
英雄主义,0.51,1.2304,1.2041
拉斯韦加斯,0.51,1.2304,1
左派,0.51,1.2304,0.9031
鲍博,0.51,1.2304,1.0414
审计员,0.51,1.2304,0.9031
葛优,0.51,1.2304,0
基加利,0.51,1.2304,0.301
尺骨,0.51,1.2304,1.2041
落难,0.51,1.2304,1.1139
自命,0.51,1.2304,1.1761
心非,0.51,1.2304,1.2041
酒瘾,0.51,1.2304,1.1761
付诸东流,0.51,1.2304,1.2304
图章,0.51,1.2304,1.0414
戏票,0.51,1.2304,1.0414
置若罔闻,0.51,1.2304,1.2304
沃特·柯林斯,0.51,1.2304,0
母异,0.51,1.2304,1.1761
缝纫机,0.51,1.2304,1.1761
昭子,0.51,1.2304,0.301
蒂尔逊,0.51,1.2304,0
低压,0.51,1.2304,1.1461
打蜡,0.51,1.2304,1.1139
些微,0.51,1.2304,1.2304
阿斯洛,0.51,1.2304,0
珍尼斯,0.51,1.2304,0
锄头,0.51,1.2304,1.1761
穷尽,0.51,1.2304,1.2304
家宴,0.51,1.2304,0.8451
头颈,0.51,1.2304,1.1139
转念,0.51,1.2304,1.2304
爱不释手,0.51,1.2304,1.2304
伯纳黛特,0.51,1.2304,0.6021
酒宴,0.51,1.2304,1.2041
齐备,0.51,1.2304,1.2304
筛子,0.51,1.2304,1.2041
边境线,0.51,1.2304,0.9542
霍默,0.51,1.2304,0.4771
吭声,0.51,1.2304,1.2304
蜉蝣,0.51,1.2304,0.7782
抽泣,0.51,1.2304,1.1761
飘落,0.51,1.2304,1.1761
奥登,0.51,1.2304,0.7782
刻度,0.51,1.2304,1.2041
卖艺,0.51,1.2304,1.0792
咿,0.51,1.2304,1.1139
迷迷糊糊,0.51,1.2304,1.2041
陪衬,0.51,1.2304,1.1139
威逼,0.51,1.2304,1.0414
通婚,0.51,1.2304,1.1461
长春,0.51,1.2304,1.1461
热乎乎,0.51,1.2304,1.2041
伯乐,0.51,1.2304,1.1761
菜肴,0.51,1.2304,1.1461
丹汉姆,0.51,1.2304,0
阿琳,0.51,1.2304,0.699
明洞,0.51,1.2304,0.6021
原装,0.51,1.2304,1.2041
叩,0.51,1.2304,1
爱尔兰人,0.51,1.2304,1.1139
玛丽娅,0.51,1.2304,0.699
扎维尔,0.51,1.2304,0
艾贝尔,0.51,1.2304,0
尊长,0.51,1.2304,0.9542
即席,0.51,1.2304,0.7782
五指,0.51,1.2304,1.0414
口语,0.51,1.2304,1.1139
任人宰割,0.51,1.2304,1.2304
脑袋瓜,0.51,1.2304,1.2041
至亲,0.51,1.2304,1.2304
副翼,0.51,1.2304,0.9031
