Character,CHR/million,logCHR,logCHR-CD
贸,8.18,2.5832,2.3579
壶,8.18,2.5832,2.4487
伽,8.16,2.5821,2.281
掐,8.16,2.5821,2.4843
绷,8.11,2.5798,2.4409
蟹,8.09,2.5786,2.2529
昧,8.09,2.5786,2.5079
庸,8.07,2.5775,2.4942
帘,8.07,2.5775,2.4232
搁,8.05,2.5763,2.5132
梁,8.03,2.5752,2.4548
窥,8.03,2.5752,2.4742
涌,8.01,2.574,2.5132
挚,7.96,2.5717,2.4843
祟,7.96,2.5717,2.3139
鳄,7.96,2.5717,2.2672
坛,7.96,2.5717,2.4298
窍,7.94,2.5705,2.5092
腥,7.94,2.5705,2.4082
竹,7.92,2.5694,2.3579
斤,7.88,2.567,2.3541
晰,7.88,2.567,2.4928
祥,7.88,2.567,2.3856
坪,7.86,2.5658,2.42
鲸,7.84,2.5647,2.2455
叙,7.81,2.5635,2.3404
溺,7.77,2.5611,2.4082
躯,7.75,2.5599,2.4409
旨,7.73,2.5587,2.4564
蔬,7.71,2.5575,2.3909
拇,7.71,2.5575,2.3598
浇,7.69,2.5563,2.4425
叠,7.66,2.5551,2.444
绊,7.64,2.5539,2.4683
籍,7.62,2.5527,2.4564
邓,7.58,2.5502,1.9138
逞,7.58,2.5502,2.4983
疹,7.56,2.549,2.3139
框,7.51,2.5465,2.3541
碑,7.49,2.5453,2.3729
秩,7.49,2.5453,2.3945
弓,7.49,2.5453,2.281
蓬,7.49,2.5453,2.3096
鱿,7.47,2.5441,2.4281
咐,7.47,2.5441,2.4683
嫩,7.45,2.5428,2.4487
酿,7.39,2.5391,2.3522
哩,7.37,2.5378,2.243
唠,7.34,2.5366,2.3997
勺,7.34,2.5366,2.4014
崽,7.32,2.5353,2.3284
墅,7.28,2.5328,2.3766
亦,7.28,2.5328,2.4099
悯,7.26,2.5315,2.3979
伐,7.26,2.5315,2.3874
宋,7.26,2.5315,1.8921
咽,7.26,2.5315,2.4249
婪,7.24,2.5302,2.4393
惕,7.24,2.5302,2.4609
稚,7.19,2.5276,2.4548
榈,7.19,2.5276,2.2148
樱,7.17,2.5263,2.301
曝,7.17,2.5263,2.4065
捆,7.15,2.525,2.3945
豚,7.15,2.525,2.1673
泊,7.13,2.5237,2.3729
嗅,7.13,2.5237,2.3502
戮,7.13,2.5237,2.382
呗,7.11,2.5224,2.4502
瓷,7.09,2.5211,2.2553
渔,7.09,2.5211,2.3404
哑,7.07,2.5198,2.3909
驰,7.07,2.5198,2.3729
踝,7.07,2.5198,2.3522
屑,7.07,2.5198,2.4249
斧,7.05,2.5185,2.2788
虹,7.02,2.5172,2.2175
槽,7.02,2.5172,2.3892
亵,7,2.5159,2.3892
嬉,7,2.5159,2.3541
烘,6.96,2.5132,2.3243
栽,6.94,2.5119,2.4082
绰,6.92,2.5105,2.3385
驯,6.9,2.5092,2.2577
弘,6.9,2.5092,1.7709
杨,6.9,2.5092,2.1335
铭,6.87,2.5079,2.4265
冤,6.87,2.5079,2.3324
溪,6.87,2.5079,2.2253
舟,6.85,2.5065,2.2041
簿,6.85,2.5065,2.3802
绎,6.83,2.5051,2.2041
胀,6.83,2.5051,2.4183
肆,6.81,2.5038,2.4639
轴,6.81,2.5038,2.3598
婶,6.81,2.5038,1.9868
粮,6.79,2.5024,2.3096
溅,6.77,2.5011,2.3784
拌,6.77,2.5011,2.3404
髓,6.68,2.4955,2.3243
吩,6.68,2.4955,2.4232
剔,6.66,2.4942,2.4265
鞭,6.66,2.4942,2.3674
茎,6.66,2.4942,2.2041
竖,6.66,2.4942,2.3324
枯,6.64,2.4928,2.4065
凰,6.64,2.4928,2.1367
椎,6.64,2.4928,2.3054
勉,6.62,2.4914,2.4518
燕,6.62,2.4914,2.233
嗜,6.6,2.49,2.3962
缚,6.55,2.4871,2.3784
挠,6.55,2.4871,2.3579
嗷,6.53,2.4857,2.2304
崖,6.51,2.4843,2.3139
瘫,6.51,2.4843,2.3838
飙,6.51,2.4843,2.3838
俯,6.49,2.4829,2.3502
沫,6.49,2.4829,2.3766
喋,6.49,2.4829,2.1584
亭,6.49,2.4829,2.1732
蒜,6.47,2.4814,2.3636
焚,6.45,2.48,2.3502
烹,6.43,2.4786,2.3054
骸,6.38,2.4757,2.2945
磕,6.38,2.4757,2.3118
寇,6.36,2.4742,1.8062
庙,6.36,2.4742,2.1761
颇,6.34,2.4728,2.3464
羡,6.34,2.4728,2.4099
哮,6.34,2.4728,2.2833
髦,6.32,2.4713,2.3692
赃,6.32,2.4713,2.3139
腻,6.3,2.4698,2.4014
渎,6.3,2.4698,2.3464
溢,6.3,2.4698,2.4065
掠,6.23,2.4654,2.281
陨,6.21,2.4639,1.9494
辖,6.21,2.4639,2.281
肪,6.21,2.4639,2.2529
渗,6.21,2.4639,2.3692
嘎,6.19,2.4624,1.9868
椰,6.19,2.4624,2.1703
栗,6.19,2.4624,2.1584
蹭,6.17,2.4609,2.3243
僚,6.17,2.4609,2.3139
芳,6.17,2.4609,2.3464
柳,6.15,2.4594,2.0934
靓,6.15,2.4594,2.2967
攀,6.15,2.4594,2.3075
勿,6.13,2.4579,2.3692
抉,6.13,2.4579,2.3243
吴,6.13,2.4579,1.8451
叭,6.13,2.4579,2.2878
撬,6.13,2.4579,2.3222
蚂,6.11,2.4564,2.2068
歹,6.11,2.4564,2.3617
藉,6.11,2.4564,2.3692
燥,6.08,2.4548,2.3579
斐,6.08,2.4548,2.1072
憋,6.08,2.4548,2.3692
颅,6.08,2.4548,2.248
喇,6.08,2.4548,2.3284
缴,6.06,2.4533,2.3284
郑,6.06,2.4533,2.1523
吟,6.06,2.4533,2.233
榴,6.06,2.4533,2.2718
曹,6.06,2.4533,2.0492
诶,6.04,2.4518,2.0294
溶,6.02,2.4502,2.316
螂,6,2.4487,2.0864
涅,6,2.4487,2.1818
恺,6,2.4487,1.6232
碌,6,2.4487,2.356
娇,6,2.4487,2.3444
莽,5.98,2.4472,2.3979
硕,5.98,2.4472,2.2529
蔓,5.96,2.4456,2.301
孽,5.93,2.444,2.281
滤,5.93,2.444,2.2788
岔,5.91,2.4425,2.3729
崎,5.91,2.4425,1.8451
睾,5.91,2.4425,2.2041
缆,5.91,2.4425,2.1335
崭,5.91,2.4425,2.3892
栅,5.91,2.4425,2.248
践,5.89,2.4409,2.3541
蚀,5.89,2.4409,2.3096
诀,5.87,2.4393,2.3784
儒,5.85,2.4378,2.0682
捧,5.85,2.4378,2.3617
馨,5.85,2.4378,2.3747
昔,5.83,2.4362,2.3096
瑜,5.83,2.4362,2.2553
梨,5.81,2.4346,2.1072
掺,5.79,2.433,2.3674
苔,5.76,2.4314,1.716
苛,5.74,2.4298,2.3784
硫,5.74,2.4298,2.1303
凿,5.72,2.4281,2.3365
飓,5.7,2.4265,2.1173
掷,5.7,2.4265,2.2788
馈,5.7,2.4265,2.2095
虔,5.7,2.4265,2.3243
栓,5.68,2.4249,2.2742
钳,5.68,2.4249,2.2648
刃,5.66,2.4232,2.29
咸,5.64,2.4216,2.2529
洙,5.59,2.4183,1.5185
帖,5.59,2.4183,2.1303
嘟,5.59,2.4183,2.0492
熔,5.57,2.4166,2.1106
瘟,5.57,2.4166,2.1584
菇,5.55,2.415,2.1732
晴,5.53,2.4133,2.2577
於,5.51,2.4116,1.5682
茉,5.47,2.4082,1.6335
译,5.47,2.4082,2.2405
侏,5.47,2.4082,2.0453
谴,5.44,2.4065,2.2945
汪,5.42,2.4048,1.8751
褐,5.4,2.4031,2.2718
颂,5.4,2.4031,2.2856
耿,5.36,2.3997,2.0864
唾,5.36,2.3997,2.2695
陀,5.36,2.3997,2.0531
狩,5.34,2.3979,2.1732
吾,5.32,2.3962,2
宏,5.32,2.3962,2.2095
菊,5.29,2.3945,2.0899
靶,5.25,2.3909,2.248
痪,5.25,2.3909,2.2923
骆,5.23,2.3892,2.0128
敷,5.23,2.3892,2.2788
渺,5.23,2.3892,2.3096
僻,5.19,2.3856,2.301
榨,5.19,2.3856,2.2648
聆,5.19,2.3856,2.2601
澄,5.19,2.3856,2.3263
妍,5.19,2.3856,1.301
伎,5.17,2.3838,2.2095
嗒,5.17,2.3838,1.9445
嗡,5.12,2.3802,1.9031
桂,5.12,2.3802,2.1492
扒,5.12,2.3802,2.2148
琐,5.12,2.3802,2.3365
痫,5.1,2.3784,2.0253
蘑,5.1,2.3784,2.1399
炭,5.04,2.3729,2.1461
裕,5.04,2.3729,2.2405
芽,5.02,2.3711,2.2304
瞪,5.02,2.3711,2.2718
狭,5.02,2.3711,2.2175
涕,5,2.3692,2.2553
醺,5,2.3692,2.0414
拙,4.97,2.3674,2.2945
躬,4.97,2.3674,2.1931
氯,4.97,2.3674,2.1206
炖,4.97,2.3674,2.1553
饪,4.95,2.3655,2.1931
沦,4.95,2.3655,2.238
灿,4.95,2.3655,2.2455
谭,4.95,2.3655,1.6721
昌,4.95,2.3655,1.7559
锈,4.93,2.3636,2.2253
瘸,4.93,2.3636,2.1987
酥,4.93,2.3636,2.0792
窟,4.93,2.3636,2.2014
蟑,4.93,2.3636,2.017
扉,4.93,2.3636,2.248
琢,4.91,2.3617,2.3118
羔,4.91,2.3617,2.2253
掀,4.91,2.3617,2.281
朽,4.89,2.3598,2.2788
缅,4.89,2.3598,2.1367
渠,4.89,2.3598,2.2833
芥,4.85,2.356,2.1931
拧,4.85,2.356,2.2355
辙,4.82,2.3541,2.3054
惫,4.8,2.3522,2.2923
叽,4.78,2.3502,2.0414
帜,4.78,2.3502,2.0569
坤,4.76,2.3483,1.6721
肘,4.76,2.3483,2.2625
雌,4.72,2.3444,2.1614
氢,4.7,2.3424,2.0755
橇,4.7,2.3424,2.0128
拣,4.7,2.3424,2.2014
茸,4.7,2.3424,1.9031
斩,4.68,2.3404,2.2695
岳,4.65,2.3385,2.0934
乙,4.65,2.3385,2.1139
拓,4.65,2.3385,2.1847
缪,4.63,2.3365,2.0492
劈,4.63,2.3365,2.2122
侯,4.63,2.3365,2.2041
杏,4.63,2.3365,2.1732
亥,4.59,2.3324,2.1303
吨,4.59,2.3324,2.2014
孝,4.59,2.3324,2.017
妃,4.57,2.3304,1.9031
昭,4.55,2.3284,2.2227
吱,4.55,2.3284,2.0414
虏,4.55,2.3284,2.1271
坊,4.55,2.3284,2.1271
厘,4.53,2.3263,2.2148
葵,4.53,2.3263,1.9085
跷,4.53,2.3263,2.1399
冕,4.5,2.3243,2.1072
喀,4.46,2.3201,1.9031
懈,4.46,2.3201,2.2788
稻,4.44,2.3181,2.1271
茅,4.42,2.316,2.1206
蜥,4.42,2.316,2.0212
函,4.4,2.3139,2.1959
滞,4.4,2.3139,2.2175
渊,4.38,2.3118,2.2279
滨,4.38,2.3118,2.1492
盎,4.36,2.3096,2.1875
螃,4.36,2.3096,1.9868
蹄,4.33,2.3075,2.0934
姥,4.31,2.3054,1.7324
蔑,4.31,2.3054,2.2148
秽,4.31,2.3054,2.2122
黏,4.29,2.3032,2.1673
氪,4.29,2.3032,1.6128
媚,4.29,2.3032,2.2253
镯,4.27,2.301,2.0043
钦,4.27,2.301,2.2014
蛤,4.27,2.301,2.0212
菠,4.27,2.301,2.0969
郝,4.27,2.301,1.3617
讪,4.25,2.2989,2.2095
淤,4.23,2.2967,2.179
趋,4.23,2.2967,2.2405
唧,4.23,2.2967,2.0253
伺,4.23,2.2967,2.2227
盈,4.23,2.2967,2.2095
辫,4.23,2.2967,2.1644
沸,4.23,2.2967,2.2122
柬,4.21,2.2945,2.0043
丙,4.21,2.2945,2.0334
媛,4.21,2.2945,1.2041
乓,4.21,2.2945,1.9345
呛,4.21,2.2945,2.2553
悚,4.18,2.2923,2.2014
贬,4.18,2.2923,2.2253
髅,4.18,2.2923,1.9395
骷,4.18,2.2923,1.9345
痊,4.16,2.29,2.2253
嗽,4.16,2.29,2.1614
鞠,4.16,2.29,2.0755
壤,4.14,2.2878,2.0719
酋,4.14,2.2878,1.8388
渍,4.14,2.2878,2.1106
杠,4.14,2.2878,2.1492
窜,4.12,2.2856,2.2201
颊,4.12,2.2856,2.2014
煞,4.12,2.2856,2.0828
塘,4.12,2.2856,2.1206
蚊,4.1,2.2833,2.0253
咻,4.08,2.281,2.1038
芮,4.08,2.281,1.5051
寐,4.08,2.281,2.2227
骤,4.08,2.281,2.2175
煽,4.06,2.2788,2.2148
玄,4.06,2.2788,2.0086
玲,4.06,2.2788,1.7243
礁,4.06,2.2788,1.8865
瘀,4.06,2.2788,2.1038
洽,4.03,2.2765,2.2041
哒,4.03,2.2765,1.8261
遂,4.03,2.2765,2.1818
闸,4.03,2.2765,1.9395
啃,4.01,2.2742,2.1931
颖,4.01,2.2742,2.1703
猿,4.01,2.2742,1.9731
俏,4.01,2.2742,2.1987
绸,3.99,2.2718,2.1673
拴,3.99,2.2718,2.1959
厮,3.99,2.2718,2.1875
霹,3.99,2.2718,2.0719
瑕,3.99,2.2718,2.1673
锚,3.99,2.2718,2.0755
哔,3.95,2.2672,1.8976
坝,3.95,2.2672,1.8388
揪,3.95,2.2672,2.2014
阀,3.93,2.2648,1.9731
咎,3.93,2.2648,2.2041
雳,3.93,2.2648,2.0645
铸,3.93,2.2648,2.0828
煌,3.91,2.2625,2.1761
魁,3.91,2.2625,2.1673
圭,3.91,2.2625,1.7634
蹩,3.89,2.2601,2.2014
蜴,3.89,2.2601,1.9685
舵,3.89,2.2601,1.9731
衅,3.86,2.2577,2.1703
甥,3.86,2.2577,2.0453
怯,3.86,2.2577,2.1959
虱,3.86,2.2577,1.959
挟,3.86,2.2577,2.1614
苟,3.84,2.2553,2.2095
侈,3.82,2.2529,2.1903
迄,3.82,2.2529,2.2148
谤,3.82,2.2529,2.0934
惭,3.8,2.2504,2.1903
噬,3.8,2.2504,2.1584
溯,3.78,2.248,2.1761
啪,3.78,2.248,1.9912
碾,3.78,2.248,2.1399
觅,3.78,2.248,2.1335
咧,3.76,2.2455,2.1038
糙,3.76,2.2455,2.1461
绣,3.76,2.2455,1.9395
遛,3.76,2.2455,2.0719
殡,3.76,2.2455,1.9823
魄,3.76,2.2455,2.1761
犀,3.74,2.243,2.0453
嗝,3.71,2.2405,2.0294
坨,3.71,2.2405,2.0531
窄,3.69,2.238,2.1847
堤,3.69,2.238,1.9395
酮,3.69,2.238,1.9868
墟,3.67,2.2355,2.0792
甸,3.67,2.2355,1.9243
眩,3.67,2.2355,2.1206
惶,3.67,2.2355,2.0334
扼,3.67,2.2355,2.1584
睫,3.67,2.2355,2.0645
焊,3.65,2.233,1.8865
硝,3.65,2.233,2.017
窖,3.65,2.233,2.0719
泌,3.65,2.233,2.1492
簧,3.65,2.233,2.0531
卒,3.65,2.233,2.0969
粥,3.65,2.233,2.1106
濒,3.63,2.2304,2.1818
脐,3.63,2.2304,2.0334
寝,3.63,2.2304,2.0719
碱,3.63,2.2304,1.9823
拭,3.63,2.2304,2.1732
胰,3.63,2.2304,1.9823
旷,3.61,2.2279,2.1367
梵,3.61,2.2279,1.9031
鼎,3.61,2.2279,2.017
伶,3.61,2.2279,1.9345
岂,3.61,2.2279,2.1492
翩,3.59,2.2253,1.9031
隙,3.59,2.2253,2.143
韧,3.59,2.2253,2.1523
甫,3.59,2.2253,1.3424
痹,3.59,2.2253,2.1038
鹤,3.57,2.2227,1.8325
衍,3.57,2.2227,2.1732
彭,3.57,2.2227,1.8129
瀑,3.57,2.2227,2.0334
噜,3.57,2.2227,2.0086
焉,3.57,2.2227,2.143
拢,3.57,2.2227,2.1492
诽,3.54,2.2201,2.0492
胺,3.54,2.2201,2.0253
萎,3.54,2.2201,2.1106
桔,3.52,2.2175,2.0374
羁,3.52,2.2175,2.1523
萧,3.52,2.2175,2.0043
瓣,3.52,2.2175,2.0755
肛,3.52,2.2175,2.0086
泵,3.52,2.2175,2.0043
栖,3.5,2.2148,2.1173
痉,3.5,2.2148,2.0128
灼,3.5,2.2148,2.1335
挛,3.5,2.2148,2.0128
疮,3.48,2.2122,2.1239
卿,3.48,2.2122,1.9031
搂,3.46,2.2095,2.0755
浏,3.46,2.2095,2.1335
铛,3.46,2.2095,1.9542
娩,3.44,2.2068,1.9445
薰,3.44,2.2068,1.7924
恙,3.44,2.2068,2.1553
捍,3.44,2.2068,2.0969
枉,3.42,2.2041,2.1038
袱,3.42,2.2041,2.0043
痘,3.42,2.2041,1.9243
荧,3.42,2.2041,2.0864
扛,3.39,2.2014,2.1399
徘,3.39,2.2014,2.143
诫,3.39,2.2014,2.0899
徊,3.39,2.2014,2.143
婉,3.39,2.2014,2.0212
匈,3.39,2.2014,1.8808
腌,3.39,2.2014,1.9638
膨,3.39,2.2014,2.1072
玷,3.37,2.1987,2.1271
诵,3.37,2.1987,2.0531
箫,3.37,2.1987,1.7559
绯,3.37,2.1987,1.9956
掰,3.37,2.1987,2.0899
揉,3.35,2.1959,2.0253
嵌,3.35,2.1959,2.1139
乒,3.35,2.1959,1.8692
苯,3.33,2.1931,2.0374
惺,3.33,2.1931,1.8921
瘩,3.31,2.1903,2.1139
涵,3.31,2.1903,2.1399
滔,3.31,2.1903,1.9345
诠,3.31,2.1903,1.9956
疙,3.31,2.1903,2.1139
寨,3.29,2.1875,1.8751
唆,3.29,2.1875,2.0899
矫,3.29,2.1875,2.1004
嚣,3.27,2.1847,2.1335
猥,3.27,2.1847,2.0682
裘,3.27,2.1847,1.6021
嘀,3.27,2.1847,1.9731
僧,3.27,2.1847,1.9395
炳,3.25,2.1818,1.2041
擒,3.25,2.1818,2.0531
咚,3.25,2.1818,1.9031
烁,3.22,2.179,1.9868
氨,3.22,2.179,1.9494
嘣,3.2,2.1761,1.959
凹,3.2,2.1761,2.0334
桨,3.2,2.1761,1.8388
吁,3.2,2.1761,2.0212
踹,3.2,2.1761,2.1004
沛,3.18,2.1732,2.1173
竿,3.18,2.1732,2.0492
涡,3.18,2.1732,2
熨,3.16,2.1703,1.9494
捎,3.16,2.1703,2.1206
鲑,3.16,2.1703,1.9494
拱,3.16,2.1703,2.0334
畸,3.14,2.1673,2.0569
盹,3.14,2.1673,2.1106
晤,3.14,2.1673,1.9638
夥,3.12,2.1644,1.6335
骇,3.1,2.1614,2.0864
薛,3.1,2.1614,1.5315
铉,3.1,2.1614,1.1139
淌,3.1,2.1614,2.1004
咦,3.1,2.1614,1.8388
筛,3.07,2.1584,2.1004
姊,3.07,2.1584,1.7634
磺,3.07,2.1584,1.8325
亩,3.07,2.1584,1.9731
揽,3.07,2.1584,2.0934
烊,3.05,2.1553,2.0682
肇,3.05,2.1553,1.8573
舷,3.05,2.1553,1.7634
芦,3.05,2.1553,1.9494
攒,3.05,2.1553,2.0934
糗,3.05,2.1553,2.0253
昵,3.03,2.1523,2.0864
毅,3.03,2.1523,1.9777
泻,3.03,2.1523,2.0645
茬,3.03,2.1523,2.1038
痣,3.03,2.1523,1.7993
厩,3.03,2.1523,1.8325
禅,3.01,2.1492,1.9777
砂,3.01,2.1492,1.9912
岌,2.99,2.1461,1.8451
勘,2.99,2.1461,1.9685
耸,2.99,2.1461,2.0212
紊,2.97,2.143,2.0792
宛,2.95,2.1399,1.8195
尹,2.95,2.1399,1.5682
夭,2.95,2.1399,1.8751
眷,2.95,2.1399,2.0969
呻,2.95,2.1399,2
酶,2.95,2.1399,1.8921
绽,2.95,2.1399,2.0607
氮,2.95,2.1399,1.9191
篱,2.95,2.1399,1.9395
枫,2.92,2.1367,1.8865
烬,2.92,2.1367,2.0645
烷,2.92,2.1367,1.7924
镶,2.92,2.1367,2.0792
沐,2.9,2.1335,2.0645
蔼,2.9,2.1335,2.0374
噎,2.9,2.1335,1.9685
跆,2.9,2.1335,1.7482
喳,2.88,2.1303,1.7076
阉,2.88,2.1303,2.0212
魏,2.88,2.1303,1.5798
藻,2.88,2.1303,1.8976
盏,2.88,2.1303,2.0253
哗,2.88,2.1303,2.0253
殉,2.86,2.1271,2.017
柿,2.86,2.1271,1.9294
咆,2.86,2.1271,2.0043
脓,2.86,2.1271,1.9191
娥,2.84,2.1239,1.2788
彗,2.84,2.1239,1.7324
奄,2.84,2.1239,1.8129
丐,2.84,2.1239,1.9494
嚏,2.84,2.1239,1.9542
毋,2.84,2.1239,2.1004
咔,2.82,2.1206,1.6532
迦,2.82,2.1206,1.6721
傍,2.82,2.1206,2.0531
藐,2.82,2.1206,1.9868
鹦,2.82,2.1206,1.9638
侬,2.82,2.1206,1.6435
裴,2.82,2.1206,1.3979
彬,2.82,2.1206,1.6721
鹉,2.8,2.1173,1.959
蹊,2.8,2.1173,2.0719
蝎,2.8,2.1173,1.8921
裆,2.8,2.1173,2.0294
匕,2.8,2.1173,1.9138
篝,2.78,2.1139,1.9031
闺,2.78,2.1139,2.017
疵,2.78,2.1139,2.0569
诬,2.78,2.1139,2.0531
纬,2.78,2.1139,1.8451
冯,2.75,2.1106,1.6435
嚎,2.75,2.1106,2.017
暇,2.75,2.1106,2.0719
孬,2.75,2.1106,1.8808
喵,2.75,2.1106,1.7634
浣,2.73,2.1072,1.7709
惟,2.73,2.1072,1.9542
陵,2.73,2.1072,1.8513
腓,2.73,2.1072,1.5441
蚤,2.73,2.1072,1.9777
赵,2.71,2.1038,1.5682
驭,2.71,2.1038,2.0043
侥,2.69,2.1004,2.0645
巅,2.67,2.0969,2.0374
婿,2.67,2.0969,1.959
咏,2.67,2.0969,1.415
褪,2.67,2.0969,2.0043
俺,2.67,2.0969,1.6902
涩,2.65,2.0934,2.017
喱,2.65,2.0934,1.8633
嗦,2.63,2.0899,2.0043
矢,2.63,2.0899,1.9638
撮,2.6,2.0864,2.0253
铎,2.6,2.0864,1.3222
埔,2.6,2.0864,1.6532
惦,2.6,2.0864,2.0453
硅,2.6,2.0864,1.9638
迭,2.58,2.0828,1.8573
骰,2.58,2.0828,1.8808
瞳,2.58,2.0828,1.8976
凄,2.58,2.0828,1.9731
铝,2.58,2.0828,1.8692
淆,2.56,2.0792,2.0253
牡,2.56,2.0792,1.8921
疱,2.56,2.0792,1.8451
瘪,2.54,2.0755,1.959
赡,2.54,2.0755,1.9191
睬,2.54,2.0755,2.017
啼,2.54,2.0755,1.7853
骼,2.52,2.0719,1.9294
阑,2.52,2.0719,1.7482
攸,2.52,2.0719,1.9777
茂,2.52,2.0719,1.7993
钠,2.52,2.0719,1.8865
饲,2.52,2.0719,1.9445
搐,2.52,2.0719,1.9494
郭,2.5,2.0682,1.3424
烙,2.5,2.0682,1.959
褶,2.5,2.0682,1.8751
睦,2.5,2.0682,1.9731
瞩,2.5,2.0682,2.0253
姗,2.5,2.0682,1.4314
淳,2.48,2.0645,1.3979
谕,2.48,2.0645,1.6128
蔡,2.48,2.0645,1.4314
枢,2.48,2.0645,1.9494
仲,2.48,2.0645,1.8261
峻,2.46,2.0607,1.9956
絮,2.46,2.0607,1.9138
耕,2.46,2.0607,1.8751
疽,2.46,2.0607,1.7076
茵,2.46,2.0607,1.5315
孵,2.43,2.0569,1.8325
茧,2.43,2.0569,2.0128
吝,2.43,2.0569,2.0043
瞌,2.43,2.0569,1.9445
殃,2.43,2.0569,2.0212
阪,2.43,2.0569,1.5682
旱,2.43,2.0569,1.9085
徐,2.41,2.0531,1.699
钙,2.41,2.0531,1.8451
檐,2.41,2.0531,1.9868
揣,2.41,2.0531,1.9912
吠,2.41,2.0531,1.8261
辰,2.39,2.0492,1.9345
敛,2.39,2.0492,2.0043
貂,2.39,2.0492,1.7993
纲,2.39,2.0492,1.8325
墩,2.39,2.0492,1.7634
嘶,2.39,2.0492,1.8195
雏,2.37,2.0453,1.9085
株,2.37,2.0453,1.8976
羹,2.37,2.0453,2.0128
剁,2.37,2.0453,1.9542
囱,2.37,2.0453,1.8808
娼,2.35,2.0414,1.8633
儡,2.35,2.0414,1.9243
邸,2.35,2.0414,1.7924
漱,2.35,2.0414,1.8865
惰,2.35,2.0414,1.9191
喧,2.35,2.0414,1.9731
傀,2.35,2.0414,1.9243
帚,2.35,2.0414,1.8808
撰,2.35,2.0414,1.9542
倡,2.33,2.0374,1.9868
凸,2.33,2.0374,1.9685
辟,2.33,2.0374,1.9777
懊,2.31,2.0334,1.9294
笆,2.31,2.0334,1.8325
廓,2.31,2.0334,1.9542
痞,2.31,2.0334,1.8513
狒,2.28,2.0294,1.4472
袒,2.28,2.0294,1.9542
甭,2.28,2.0294,1.9868
稼,2.28,2.0294,1.8261
涛,2.28,2.0294,1.716
媳,2.28,2.0294,1.9085
鸥,2.28,2.0294,1.7853
旭,2.28,2.0294,1.301
彰,2.28,2.0294,1.9638
乾,2.26,2.0253,1.8195
嫂,2.26,2.0253,1.7243
颚,2.26,2.0253,1.8451
筝,2.24,2.0212,1.6721
嫖,2.24,2.0212,1.8808
蹋,2.24,2.0212,1.9823
拂,2.22,2.017,1.9085
呱,2.22,2.017,1.6812
菈,2.22,2.017,1
豌,2.22,2.017,1.7993
菩,2.22,2.017,1.5315
岭,2.22,2.017,1.7634
忒,2.2,2.0128,1.5563
啧,2.2,2.0128,1.6232
萤,2.2,2.0128,1.7324
讣,2.2,2.0128,1.8388
枭,2.18,2.0086,1.8129
窘,2.16,2.0043,1.9685
梗,2.16,2.0043,1.9243
濑,2.16,2.0043,1.2788
吮,2.16,2.0043,1.8195
鼾,2.13,2,1.8451
玺,2.13,2,0.6021
幌,2.13,2,1.9243
怡,2.13,2,1.8388
汝,2.13,2,1.6628
愣,2.13,2,1.9542
胚,2.11,1.9956,1.8921
逾,2.11,1.9956,1.8261
搓,2.11,1.9956,1.7709
蹬,2.11,1.9956,1.8195
噗,2.11,1.9956,1.7482
屿,2.11,1.9956,1.7993
赘,2.09,1.9912,1.9395
篡,2.09,1.9912,1.9243
霄,2.09,1.9912,1.6902
缇,2.09,1.9912,1.2304
赝,2.09,1.9912,1.6128
梢,2.09,1.9912,1.9542
萃,2.09,1.9912,1.9191
骡,2.07,1.9868,1.6902
阐,2.07,1.9868,1.9395
晾,2.07,1.9868,1.9345
邋,2.07,1.9868,1.9191
靡,2.07,1.9868,1.9494
谚,2.07,1.9868,1.8808
痰,2.05,1.9823,1.8195
叼,2.05,1.9823,1.9138
獭,2.05,1.9823,1.5185
捂,2.05,1.9823,1.9191
弧,2.05,1.9823,1.8808
龌,2.05,1.9823,1.9085
鞍,2.05,1.9823,1.7853
龊,2.03,1.9777,1.9031
馊,2.03,1.9777,1.9345
迢,2.03,1.9777,1.6232
锥,2.03,1.9777,1.8261
驹,2.03,1.9777,1.7853
呸,2.03,1.9777,1.8261
恍,2.03,1.9777,1.9243
箍,2.01,1.9731,1.7076
潭,2.01,1.9731,1.8692
遢,2.01,1.9731,1.9085
苑,2.01,1.9731,1.0792
啬,2.01,1.9731,1.9191
筐,1.99,1.9685,1.7324
琦,1.99,1.9685,1.4314
脯,1.99,1.9685,1.8388
奕,1.99,1.9685,1.5563
釜,1.99,1.9685,1.6021
屡,1.99,1.9685,1.8325
哺,1.96,1.9638,1.8808
撂,1.96,1.9638,1.9138
筷,1.96,1.9638,1.7853
刨,1.96,1.9638,1.8692
荫,1.94,1.959,1.8573
剽,1.94,1.959,1.699
跋,1.94,1.959,1.9191
潇,1.94,1.959,1.9243
嘭,1.94,1.959,1.716
匀,1.94,1.959,1.8692
睿,1.94,1.959,1.8633
嚓,1.94,1.959,1.5185
酯,1.92,1.9542,1.7924
诋,1.92,1.9542,1.8921
讳,1.92,1.9542,1.9191
饺,1.92,1.9542,1.8129
蛎,1.92,1.9542,1.7559
楠,1.92,1.9542,1.3424
谛,1.9,1.9494,1.8921
烩,1.9,1.9494,1.8195
咄,1.9,1.9494,1.6335
瑚,1.9,1.9494,1.6232
吭,1.9,1.9494,1.8692
娟,1.9,1.9494,1
鼬,1.9,1.9494,1.7559
萌,1.88,1.9445,1.7482
磷,1.88,1.9445,1.7853
羚,1.88,1.9445,1.7782
蛭,1.86,1.9395,1.415
